ID	name_text_cn	name_text_en	class1_text_cn	class1_text_en	class2_text_cn	class2_text_en	art	skill_text_cn	skill_text_en	story_text_cn	story_text_en
140040	地狱领主	Hell Lord	恶魔	Demon	0	0	0	##【飞行】\n①:友方生物获得+1/+0直到回合结束。	##【Flying】\n①:Fridenly creatures get +1/+0 unit end of turn.		0
140041	边境掠夺者	Borderland Marauder	艾斯	Eis	战士	Warrior	0	##\n你的回合开始时，边境掠夺者获得+2/+0。	##\nAt the begin of your turn,Borderland Marauder gets +2/+0.		0
140042	龙蛋	Dragon Egg	龙	Dragon	0	0	0	##【警戒】【守护】\n【死亡】:原地放置一个幼龙衍生物。	##【Vigilance】【Guardian】\n【Die】:Put a Dragon Whelp token onto the battlefield in place.		0
150000	共生树妖	Symbiotic Treant	树妖	Treant	德鲁伊	Druid	0	##\n【死亡】:原地放置一个树精幼苗衍生物。	##\n【Die】:Put a Treefolk Seedlings token onto the battlefield in place.		
150001	精灵哨兵	Elf Sentinels	精灵	Elf	战士	Warrior	0	##\n【显现】:你抓一张牌。	##\n【Emerge】:You draw a card.	他们就如同森林的耳目，你的一举一动都逃不过他们的双眼。	
150002	德鲁伊长者	Druid Elder	精灵	Elf	德鲁伊	Druid	0	##\n【显现】:你的法力上限增加①。\n【死亡】:你的法力上限减少①。	22&##\n【Emerge】:You mana limit Add ①.\n【Die】:You mana limit Sub ①.		
150003	森林歌者	Sylvan Singer	精灵	Elf	德鲁伊	Druid	0	##\n你的回合开始时，随机一个友方生物获得+1/+1直到回合结束。	##\nAt the begin of your turn, a creature gets +1/+1 at random until end of turn.		
150004	树冠斥候	Canopy Scout	精灵	Elf	射手	Archer	0	##【制空】	##【Reach】		
150005	森林守卫	Sylvanskeeper	精灵	Elf	战士	Warrior	0	##\n每当森林守卫防御时，获得+2/+2直到回合结束。	##\nWhenever Sylvanskeeper defense, gets +2/+2 until end of turn.	每踩断一根树枝，就敲断入侵者一根骨头！	
150006	精灵猎手	Elvish Hunter	精灵	Elf	射手	Archer	0	##【制空】【致命】	##【Reach】【Deadly】		
150007	板甲龙兽	Plated Drake	龙兽	Drake	0	0	0	##【护盾1】	##【Shield 1】		
150008	巨猿	Giant Ape	野兽	Beast	0	0	0	##【势不可挡】	##【Unstoppable】		
150009	暴怒熊怪	Raging Furbolg	野兽	Beast	0	0	0	##	##		
150010	屠角野猪	Slaughterhorn Boar	野兽	Beast	0	0	0	##【践踏】	##【Trample】		
150011	巨大甲虫	Goliath Beetle	昆虫	Insect	0	0	0	##	##		
150012	三角龙兽	Triceratops	龙兽	Drake	0	0	0	##	##		
150013	致命毒蜂	Deadly Swarm	昆虫	Insect	0	0	0	##【飞行】【致命】	##【Flying】【Deadly】		
150014	远古树龙	Ancient Dryosaurus	龙兽	Drake	0	0	0	##【践踏】\n【显现】:你获得6点生命。\n【死亡】:你获得6点生命。	##【Trample】\n【Emerge】:You gain 6 life.\n【Die】:You gain 6 life.	它的胃口大得可怕，一切会动的东西都会被吞进它的肚子里。	
150015	云冠树灵	Cloudcrown Dryad	树妖	Treant	战士	Warrior	0	##【制空】	##【Reach】		
150016	雄伟麋鹿	Great Elk	野兽	Beast	0	0	0	##	##		
150017	扑击猎豹	Pouncing Jaguar	野兽	Beast	0	0	0	##【闪现】	##【Flash】		
150018	牧树人	Ents	树妖	Treant	战士	Warrior	0	##\n②，力竭:牧树人获得+1/+1。	##\n②,Exhaust:Ents gets +1/+1.	牧树人是巨大的行走着的树木，它们在森林中徘徊了无数的年代。	
150019	大自然的化身	Nature Incarnation	树妖	Treant	德鲁伊	Druid	0	22&##\n④，力竭:消灭友方另一个生物，在你的防线上放置一个大自然的化身衍生物。	20&##\n④,Exhaust:Destroy another friendly creature then put a Nature Incarnation token onto your defence-line.	对尊重树林的人，尼雅娜亚的奖励方式就是将他变为树林的一部分。	
150020	幻月巡林客	Lunawood Ranger	精灵	Elf	战士	Warrior	0	##\n每当你使用一张自然卡牌时，幻月巡林客获得+1/+1。	##\nWhenever you use a Nature card, Lunawood Ranger gets +1/+1.	通过幻月的指引，他们便能听到女神的声音，聆听到自然的呼唤。	
150021	幻月林长者	Lunawood Elder	精灵	Elf	德鲁伊	Druid	0	##\n力竭:目标生物获得+3/+3直到回合结束。	##\nExhaust:Target creature get +3/+3 until end of turn.	「只要你对自然心存敬畏，那么你也能获得大自然的祝福」	
150022	橡木大使	Ambassador Oak	树妖	Treant	战士	Warrior	0	##【警戒】\n友方其他树妖和精灵生物获得+1/+1且具有【践踏】技能。	21&##【Vigilance】\nOther friendly Treant and Elf creatures get +1/+1 and have 【Trample】.	树妖与精灵千年以前便缔结了友好盟约。一般较大规模的精灵都市都会安排一名大使。	
150023	橡木保卫者	Oaken Protector	树妖	Treant	战士	Warrior	0	##【闪现】\n每个回合结束时，治疗自己1点伤害。	##【Flash】\nAt the end of each turn, heal 1 damage by itself.		
150024	魔力吞噬者	Mana Devourer	蛮族	Barbarian	萨满	Shaman	0	22&##\n【显现】:消灭所有领域，每以此法消灭一个领域，魔力吞噬者便获得+1/+1。	21&##\n【Emerge】:Destroy all domains.Mana Devourer gets +1/+1 for each domain destroyed this way.		
150025	精灵神射手	Elf Archer	精灵	Elf	射手	Archer	0	##【制空】\n【显现】:消灭目标领域。	##【Reach】\n【Emerge】:Destroy target domain		
150026	塞拉巨兽	Serra Beast	野兽	Beast	0	0	0	23&##\n回合结束时，塞拉巨兽获得+1/+1。	##\nAt the end of turn,Serra Beast gets +1/+1.	它的坚硬身躯阻挡了无数的掠食者，巨兽只需轻轻一翻，便又能获得一顿美味的大餐。	
150027	丛林守护神奈玛	Naima,Grove Guardian	树妖	Treant	德鲁伊	Druid	0	##【传奇】【践踏】\n每个回合开始时，其他友方生物获得+1/+1。	##【Legend】【Trample】\nAt the beginning of each turn, other friendly creatures get +1/+1.	千万年以来，奈玛只是扎根于黯夕之林的深处沉睡。直至亡灵入侵，惊醒了这位森林的守护神。	
150028	猎手柳德米拉	Lyudmila,Ranger	精灵	Elf	射手	Archer	0	##【传奇】【伪装】【致命】\n③，力竭:对目标生物或玩家造成1点伤害。	22&##【Legend】【Camouflage】【Deadly】\n③,Exhaust:Deals 1 damage to target creature or play.		
150029	育苗树妖	Seedcradle Treant	树妖	Treant	德鲁伊	Druid	0	##\n【显现】:在防线召唤一个树精幼苗。	##\n【Emerge】:Put a Treefolk Seedlings token onto your defence-line.		
150030	育苗守卫	Cradle Guard	树妖	Treant	战士	Warrior	0	##\n【显现】:你每操控一个树妖，育苗守卫便获得+1/+1。	##\n【Emerge】:Cradle Guard gets +1/+1 for each friendly Treant.		0
150031	老橡木	Old Oak	树妖	Treant	战士	Warrior	0	##【伪装】	##【Camouflage】		0
150032	橡树哨兵	Sentry Oak	树妖	Treant	战士	Warrior	0	##【势不可挡】【制空】	##【Unstoppable】【Reach】		0
150033	老韧皮树	Older Dourbark	树妖	Treant	战士	Warrior	0	##【护盾3】	##【Shield 3】		0
150034	美愿祈者	Wellwisher	精灵	Elf	德鲁伊	Druid	0	##\n力竭:每存在一个友方精灵，你便获得1点生命。	##\nExhaust:You gain 1 life for each friendly Elf.	「不去聆听贪婪之声，你便能将一人之惠化为万人之福。」	0
150035	绿吟者	Green Singer	精灵	Elf	德鲁伊	Druid	0	##\n④，力竭:你的法力上限增加①。	##\n④，Exhaust:You mana limit Add ①.	绿吟者行踪诡秘, 变化无常, 他们是自然界最让人摸不透的歌者。	0
150036	高位德鲁伊	Archdruid	精灵	Elf	德鲁伊	Druid	0	##\n力竭:将目标生物从你的墓地置于你的牌库顶。	##\nExhaust:Put target creature on top of your library from your graveyard.	他知晓数个世纪以来诞生的每个精灵名字。更重要的是，他们全都认识他。	0
150037	橡木先导者	Oak Vanguard	树妖	Treant	德鲁伊	Druid	0	##【践踏】\n【显现】:如果你牌库顶牌是生物，则将其放置于你的防线上。	21&##【Trample】\n【Emerge】:If the top card of your library it's a creature, put it onto your defence-line.		0
150038	天网编织者	Skysnare Weaver	昆虫	Insect	0	0	0	##【制空】\n②:对所有具飞行技能的生物造成2点伤害。	##【Reach】\n②:Deals 2 damage to all creatures with flying.		0
150039	蜂后	Hornet Queen	昆虫	Insect	0	0	0	##【飞行】【致命】\n【显现】:在你的防线上放置4只致命毒蜂。	##【Flying】【Deadly】\n【Emerge】:Put four Deadly Swarm tokens onto your defence-line.		0
150040	奇妙种子	Marvellous Seed	树妖	Treant	0	0	0	##\n【显现】:随机一个友方生物获得+1/+1。	##\n【Emerge】:A creature gets +1/+1 at random.	纵使一棵参天巨木，也是从一粒不起眼的种子开始成长。	0
150041	潜行猎豹	Stalking Panthers	野兽	Beast	0	0	0	##【伪装】	##【Camouflage】		0
150042	战象	War Elephant	野兽	Beast	0	0	0	##【践踏】\n【显现】:目标生物获得【践踏】直到回合结束。	##【Trample】\n【Emerge】:Target creature gains 【Trample】 unit end of turn.		0
150043	躁动狂象	Rabid Elephant	野兽	Beast	0	0	0	##【践踏】\n【显现】:你的法力上限减少①。	##【Trample】\n【Emerge】:You mana limit Sub ①.		0
150044	护门学徒	Gatekeeper Initiate	精灵	Elf	德鲁伊	Druid	0	##\n【死亡】:你抓一张牌。	##\n【Die】:You draw a card.	他们遵从护门者德鲁伊的教导，致力修复以及封印各种位面裂缝。	0
150045	幼苗新兵	Treelet Recruit	树妖	Treant	战士	Warrior	0	##\n⑦,力竭:将自己变成橡木斗士。	##\n⑦,Exhaust:Transform itself into Oakgnarl Warrior.	不要小瞧这些树苗，终有一天它们也会长成参天巨树。	0
150046	橡木斗士	Oakgnarl Warrior	树妖	Treant	战士	Warrior	0	##【势不可挡】【践踏】	##【Unstoppable】【Trample】		0
150047	眼镜蛇王	King Cobra	野兽	Beast	0	0	0	##【冲锋】【致命】	##【Charge】【Deadly】		0
150048	幻月林守卫	Lunawood Guard	野兽	Beast	0	0	0	##【闪现】\n【显现】:目标生物和自己获得+2/+2直到回合结束。	##【Flash】\n【Emerge】:Target creature and itself gets +2/+2 unit end of turn.		0
150049	幻月祈愿者	Lunawood Wisher	精灵	Elf	德鲁伊	Druid	0	##\n【显现】:将一张<树精幼苗>置入你的手牌。\n②:消灭自己，你抓一张牌。	##\n【Emerge】:Create a <Treefolk Seedlings> card to your hand.\n②:Destroy itself and you draw a card.		0
150050	幻月林隐士	Lunawood Recluse	精灵	Elf	德鲁伊	Druid	0	##\n每当你召唤一只野兽生物时，你抓一张牌。	##\nWhenever you summon a Beast creature card, you draw a card.		0
190000	帝国新兵	Empire Recruit	人类	Human	士兵	Soldier 	0	##【衍生物】	##【Token】		
190001	步兵	Infantry	人类	Human	士兵	Soldier 	0	##【衍生物】	##【Token】		
190002	精锐骑士	Elite Knights	人类	Human	骑士	Knight	0	##【衍生物】	##【Token】		
190003	牢固的大门	Solid Gate	造物	Artifact	0	0	0	##【衍生物】【守护】	##【Token】【Guardian】		
190004	树精幼苗	Treefolk Seedling	树妖	Treant	战士	Warrior	0	##【衍生物】	##【Token】		
190005	地精劫匪	Goblin Robber	地精	Goblin	士兵	Soldier 	0	##【衍生物】	##【Token】		
190006	大自然的化身	Incarnation of Nature 	树妖	Treant	德鲁伊	Druid	0	22&【衍生物】##\n④，力竭:消灭友方另一个生物，在你的防线上放置一个大自然的化身衍生物。	20&【Token】##\n④,Exhaust:Destroy another friendly creature then put a Nature Incarnation token onto your defence-line.		
190007	愤怒地精	Raging Goblin	地精	Goblin	士兵	Soldier	0	##【衍生物】【冲锋】	##【Token】【Charge】		0
190008	绵羊	Sheep	野兽	Beast	0	0	0	##【衍生物】	##【Token】		0
190009	毒蜂	Swarm	昆虫	Insect	0	0	0	##【衍生物】【飞行】【致命】	##【Token】【Flying】【Deadly】		0
190010	鲁莽小恶魔	Reckless Imp	恶魔	Demon	0	0	0	##【衍生物】【冲锋】\n回合结束时，消灭自己。	##【Token】【Charge】\nAt the end of turn, destroy itself.		0
190011	重生的骷髅掠夺者	Reborn Predator Skull	骷髅	Skeleton	战士	Warrior	0	##【衍生物】	##【Token】		0
190012	复活亡者	Resurrection Dead	僵尸	Zombie	士兵	Soldier	0	##【衍生物】\n【死亡】:原地放置一个骷髅勇士衍生物。	##【Token】\n【Die】:Put a Skeleton Warrior token onto the battlefield in place.		0
190013	骷髅勇士	Skeleton Warrior	骷髅	Skeleton	战士	Warrior	0	##【衍生物】	##【Token】		0
190014	圣武士马高	Mago,Paladin	人类	Human	圣武士	Paladin	0	##【传奇】【护盾7】	##【Legend】【Shield 7】	“任何制度都需要秩序的保障，而我们就是秩序的最有力保障！”	
190015	行尸	Walking Dead	僵尸	Zombie	士兵	Soldier	0	##【衍生物】【迟缓】	##【Token】【Slowly】		0
190016	幼龙	Dragon Whelp	龙	Dragon	0	0	0	##【衍生物】【飞行】\n①:幼龙获得+1/+0直到回合结束。	##【Token】【Flying】\n①:Dragon Whelp gets +1/+0 unit end of turn.		0
190017	年迈的奥林	Old Olin	人类	Human	法师	Mage	0	##【传奇】【迟缓】	##【Legend】【Slowly】		0
190018	乌鸦	Crow	鸟	Bird	0	0	0	##【飞行】	##【Flying】	0	0
190019	命运旅团 萨琳	Sarin,Fate Brigade	人类	Human	骑士	Knight	0	##【传奇】【先攻】【连击】	##【Legend】【First strike】【Double strike】		
190020	恶意稻草人	Malice Scarecrow	造物	Artifact	稻草人	Scarecrow	0	##\n恶意稻草人不会受到战斗伤害。	##\nPrevent all combat damage to itself.		
190021	闪电障壁	Lightning Barrier	屏障	Barrier	0	0	0	##【警戒】【守护】【伪装】\n你的回合开始时，对对手造成1点伤害。\n【死亡】:你受到30点伤害。	##【Vigilance】【Guardian】【Camouflage】\nAt the begin of your turn, deals 1 damage to opponent.\n【Die】:Deals 30 damage to you.	0	0
190022	火墙	Wall of Fire	屏障	Barrier	0	0	0	##【警戒】【守护】\n你的回合开始时，随机对敌方生物造成1点伤害。	##【Vigilance】【Guardian】\nAt the begin of your turn, deals 1 damage to a enemy creature at random.	0	0
190023	阻御网	Resistance Web	屏障	Barrier	0	0	0	##【伪装】【警戒】【守护】\n每当对手使用一张卡牌时，反击对手法术区随机一张卡牌。	##【Camouflage】【Vigilance】【Guardian】\nWhenever oppenent use a card, counter a card in the Spell Area by opponent at random.	0	0
190024	命运旅团 芭尔珊	Balshan,Fate Brigade	艾斯	Eis	杀手	Assasin	0	##【传奇】【伪装】【致命】	##【Legend】【Camouflage】【Deadly】	0	0
190025	命运旅团 莉亚	Leah,Fate Brigade	亚微	Ari	诗人	Minstrel	0	##【传奇】【祝福】\n你的回合开始时，随机友方生物获得【飞行】直到回合结束。	##【Legend】\nAt the begin of your turn, a random friendly creaturn gains 【Flying】 until end of turn.	0	0
190026	命运旅团 克丽缇娜	Christina,Fate Brigade	精灵	Elf	法师	Mage	0	##【传奇】\n力竭:治疗目标生物造成1点伤害。	##【Legend】\nExhaust:Health 1 damage to target creature.	0	0
190027	命运旅团 石齿	Rocktooth,Fate Brigade	兽人	Orc	战士	Warrior	0	##【传奇】【践踏】【护盾1】	##【Legend】【Trample】【Shield 1】	0	0
190028	安全装置	Security System	造物	Artifact	0	0	0	##【警戒】【守护】\n不能被玩家指定为目标。\n你的回合开始时，你获得7点生命。	##【Vigilance】【Guardian】\nCan't be targeted by players.\nAt the begin of your turn, you gaim 7 life.	0	0
190029	0	0	0	0	0	0	0	0	0	0	0
200000	先知之眼	Prophet's Eye	领域	Domain	0	0	薛博	该领域上的生物获得~\n在你的回合结束时，每个玩家抓一张牌。	The creature on the domain has:~\nAt the end of your turn, each players draws a card.	“预言不是决定，而是引导。”\n                          ——魔兰迪亚的信条	
210000	神圣信念	Divine Confidence	领域	Domain	0	0	団長！				
210001	保护光环	Protective Aura	领域	Domain	0	0	Jacko Suen				
210002	骑士精神	Knighthood	领域	Domain	0	0	CCF	23&该领域上的生物获得【先攻】技能。	The creature gains 【First strike】 on the Domain.		
210003	治愈光环	Healing Aura	领域	Domain	0	0	Jacko Suen	回合结束时，治疗该领域上的生物1点伤害。	At the end of turn, health 1 damage to the creature on the Domain.		
210004	训练营	Training Camp	领域	Domain	0	0	BigDog	该领域上的生物获得~\n你的回合开始时，在你的防线上放置一个帝国新兵衍生物。	The creature on the domain has~\nAt the begin of your turn, put a Empire Recruit token onto your defence-line.		
210005	骑士之荣光	Glory of Knight	领域	Domain	0	0	Lp	23&骑士之荣光只能放置在前线阵地上。\n该领域上的生物获得~\n所有友方秩序生物+1/+1。	20&Glory of Knight can only put in battlefront.\nThe creature on the domain has~\nFriendly Order creatures get +1/+1.	“英勇，谦逊，公正，仁慈，荣誉，诚信，牺牲”\n                          ——正义之神麦里巴洛亚的信条	
210006	堡垒	Fortress	领域	Domain	0	0	KEBIN	23&该领域上的生物获得【护盾2】技能。	The creature gains 【Shield 2】 on the Domain.		
210007	防御姿态	Defensive Stance	领域	Domain	0	0	ISHTARIS	该领域上的生物获得~\n每当该生防御时，获得-4/+4直到回合结束。	20&The creature on the domain has~\nWhenever the creature defense, gets -4/+4 until end of turn.		
220000	慧眼	Insight	领域	Domain	0	0	POA	该领域上的生物获得~\n每当该生物对玩家造成战斗伤害，你抓一张牌。	The creature on the domain has~\nWhenever the creature deals combat damage to a player, you draw a card.		
220001	观星	Stargazing	领域	Domain	0	0	HOON	当观星进场时，你抓一张牌。	When Stargazing enters the battlefield, you draw a card.		
220002	乘风而起	Fly With the Wind	领域	Domain	0	0	PHON	该领域上的生物获得~\n所有友方生物获得【飞行】技能。	The creature on the domain has~\nFriendly creatures has 【Flying】.		
220003	空中优势	Air Superiority	领域	Domain	0	0	団長！	23&该领域上的生物获得~\n每当该生物在你的回合攻击时，友方所有【飞行】生物获得+1/+0。	The creature on the domain has~\nWhenever it attacks in your turn, friendly creatures with 【Flying】 get +1/+0.		
220004	虚幻形态	Illusory Form	领域	Domain	0	0	ERON	23&该领域上的生物获得【伪装】技能。	The creature has 【Camouflage】 on the Domain.		
220005	心灵侵蚀	Mind Erosion	领域	Domain	0	0	ERON	该领域上的生物获得~\n每当该生物受到伤害时，将对手牌库顶的三张牌置入其坟墓场。	20&The creature on the domain has~\nWhenever the creature is dealt damage, opponent puts the top three cards of his library into graveyard.		
230000	不洁之力	Unholy Strength	领域	Domain	0	0	ERON				
230001	黑暗之力	Dark Strength	领域	Domain	0	0	BOOTA	该领域上的生物获得~\n在你的回合开始时，该生物受到2点伤害。	The creature on the domain has~\nAt the begin of your turn, deals 2 damage to this creature.		
230002	鲜血祭坛	Altar of Blood	领域	Domain	0	0	ROH YOUNG HYUN	鲜血祭坛只能放置在己方防线上。\n该领域上的生物获得~\n【死亡】:对手受到X点伤害，X为该生物的攻击力。	19&Altar of Blood can only be put in your defence-line.\nThe creature on the domain has~【Die】:Deals X damage to opponent, where X is its power.		
230003	死亡盛宴	Feast of Dead	领域	Domain	0	0	ROH YOUNG HYUN	该领域上的生物获得~\n所有僵尸生物获得+1/+1。\n每当一个敌方生物死去时，在你的防线上放置一个行尸衍生物。	20&The creature on the domain has~\nAll Zombies get +1/+1.\nWhenever a enemy creature dies, put a Walking Dead token onto your defence-line.	「它们蹒跚，它们游荡。它们尽情舞蹈，它们高声歌唱。无论是生灵还是死者，都被邀入了这场疯狂的盛宴。」	
230004	邪恶饥渴	Vicious Hunger	领域	Domain	0	0	AOBTD	当邪恶饥渴进场时，对手受到1点伤害，你获得1点生命。	When Vicious Hunger enters the battlefield, deals 1 damage to opponent and you gain 1 lfie.		
240000	狂热	Frenetic	领域	Domain	0	0	Jacko Suen	该领域上的生物获得~\n每当该生物在你的回合攻击时，获得+2/+0和【先攻】直到回合结束。	22&The creature on the domain has~\nWhenever it attacks in your turn, it gets +2/+0 and gains 【First strike】 until end of turn.		
240001	杀戮领域	Killing Field	领域	Domain	0	0	Jacko Suen	该领域上的生物获得【连击】技能。	The creature on the domain has~【Double strike】.		
240002	炽热领域	Blazing Field	领域	Domain	0	0	ROH YOUNG HYUN	当炽热领域进场时，对所有敌方生物造成1点伤害。	When Blazing Field enters the battlefield, deals 1 damage to all emeny creatures.		
240003	火焰之力	Power of Fire	领域	Domain	0	0	GHARLY	该领域上的生物获得~\n每当该生物在你的回合攻击时，随机对一个敌方生物或玩家造成1点伤害。	The creature on the domain has~\nWhenever the creature attacks in your turn, it deals 1 damage to a creature or opponent at random.		
250000	橡树之力	Might of Oaks	领域	Domain	0	0	PtcZ				
250001	空中防卫	Air defense	领域	Domain	0	0	団長！	该领域上的生物获得~\n所有友方生物具有【制空】技能。	The creature on the domain has~\nFriendly creatures gain 【Reach】.		
250002	大自然的庇护	Shelter of Nature	领域	Domain	0	0	BigDog	该领域上的生物获得~\n对手回合开始时，防止友方自然生物本回合受到的所有战斗伤害。	20&The creature on the domain has~\nAt the begin of opponent's turn,prevent all combat damage that would be dealt to friendly Nature creatures in this turn.		
260000	炙热冥思	Searing Meditation	领域	Domain	0	0	ERON	该领域上的生物获得~\n每当你获得生命时，随机对敌方生物或玩家造成1点伤害。	The creature on the domain has~\nWhenever you gain life, deals 1 damage to a enemy creature or opponent at random.	0	0
260001	狩猎领域	Hunting Domain	领域	Domain	0	0	HAUN	该领域上的生物获得~\n友方精灵具有【先攻】和【致命】技能。	The creature on the domain has~\nFriendly Elves gain 【First strike】 and 【Deadly】.	0	0
260002	黄金石棺	Gold Sarcophagus	领域	Domain	0	0	TomPrante	该领域上的生物不能被玩家指定为目标。\n回合结束时，该领域上的生物恢复所有生命。	The creature Can't be targeted by players on the Domain.\nAt the end of turn, the creature recovery all life on the Domain.	0	0
300000	封魔	Magic Seal	法术	Spell	0	0	泽羊	封印目标生物。	Seal target creature.		
300001	脆弱协议	Fragile Agreement	法术	Spell	0	0	PANCHOK	你抓一张牌，然后对手获得一张<脆弱协议>。	You draw a card then create a <Treefolk Seedlings> card to opponent's hand.		
310000	赐福	Blessed	法术	Spell	0	0	HAUN	目标生物获得【祝福】。	Target creature gains 【Blessing】.		
310001	集结部队	Rally the Forces	法术	Spell	0	0	団長！	23&在你的防线上放置两个步兵衍生物。	Put two Infantry tokens onto your defence-line.		
310002	神之审判	Judgement of God	法术	Spell	0	0	CCF	消灭所有生物。	Destroy all creatures.	愿海浪欣然鼓掌，山岭在主面前唱出乐歌，因为他正要以正义审判全世界，以公平审判地上的万族。	Let the waves readily applauded, mountains in the presence of the Lord sing songs, because he was about to the justice around the world and to the peoples of the fair trial.
310003	军队召集	Military call	法术	Spell	0	0	Liangxx	23&在你的防线上放置六个步兵衍生物。	Put six Infantry tokens onto your defence-line.		
310004	光之箭	Light Arrows	法术	Spell	0	0	PHON	对目标前线上的生物造成3点伤害。	Deals 3 damage to target creature in battlefront.		
310005	银月祈愿	Silver Moon's Wish	法术	Spell	0	0	HAUN	23&场上每有一个友方生物，你便获得3点生命。使用后将银月祈愿洗入你的牌库。	You gains 3 life for each friendly creature on the battlefield.Shuffle Silver Moon's Wish into your library.		
320000	智慧术	Intelligent	法术	Spell	0	0	GHARLY	抓两张牌。	Draw two cards.		
320001	起飞	Take off	法术	Spell	0	0	KWAK JAEPIL	目标生物获得【飞行】。	Target creature gains 【Flying】.		
320002	冰冻术	Frozen	法术	Spell	0	0	ERON	目标生物下回合不能前进。\n抓一张牌。	Target creature can't move forward in next turn.\nDraw a card.		
320003	咒语恢复	Spell Recovery	法术	Spell	0	0	MINARI	将目标闪咒牌从你的墓地移回手牌。	Return target Flashspell card from your graveyard to your hand.		
320004	时间疾行	Temporal Velocity	法术	Spell	0	0	DALYK	目标生物获得【机动3】。	22&Target creatures gains 【Mobility 3】.		
320005	贿赂	Bribery	法术	Spell	0	0	RON YOUNG HYUN	将目标生物置入你的手牌。	Put target creature from battlefield to your hand. 		
320006	多重镜像	Multiple Mirror	法术	Spell	0	0	MINARL	在你的防线上放置三个衍生物进场，这些生物为目标生物的复制品。	Put three tokens onto your defence-line that's a copy of target creature.		
320007	形态转换	Body Transform	法术	Spell	0	0	ISHTARIS	22&消灭目标生物，该生物操控者从牌库随机选择一个生物放置于其防线上。	Destroy target creature.Its controller choose a creature card from his library at randomm puts to the defence-line.		
320008	时间延展	Time Stretch	法术	Spell	0	0	Kate Voss	如果你的牌库顶是一张闪咒牌，你获得额外的一个回合。	If the top card of your library it's a Flashspell, you takes an extra turn after this one.		
320009	群体变形术	Mass Polymorph	法术	Spell	0	0	MazertYoung	将所有生物变成羊。	Transforms all creatures into sheep.		
320010	蓝月祈愿	Blue Moon's Wish	法术	Spell	0	0	GHARLY	你抓两张牌且对手抓一张牌。使用后将蓝月祈愿洗入你的牌库。	You draw 2 cards and opponent draw a card. Shuffle Blue Moon's Wish into your library.		
320011	软弱心灵	Fragile Soul	法术	Spell	0	0	ISHTARIS	将目标玩家牌库顶七张牌置于其墓地。	Target player puts the top seven cards of his library into graveyard.		
330000	快速老化	Rapid Aging	法术	Spell	0	0	J.NERO	目标生物获得-2/-2。	Target creature gets -2/-2.	你说你的愿望是老死？很好，我这就成全你。	
330001	逼从	Duress	法术	Spell	0	0	PANCHOK	对手随机弃掉两张手牌。	Opponent discards two cards at random.		
330002	邪恶献祭	Evil Sacrifice	法术	Spell	0	0	Jason Nguyen	消灭目标友方一个生物，你抓两张牌。	Destroy target friedly creature, you draw two cards.		
330003	招魂	Spiritualism	法术	Spell	0	0	KEBIN	将目标生物牌从你的墓地移回手牌。	Return target creature from your graveyard to your hand. 	「最大的不幸并非死亡，而是想死却不能死。」	
330004	吸魂术	Soul Absorption	法术	Spell	0	0	HOON	对目标生物或玩家造成4点伤害，你获得4点生命。	Deals 4 damage to target creature or play, you gain 4 life.		
330005	致命虫群	Deadly swarm	法术	Spell	0	0	ERON	所有生物获得-2/-2直到回合结束。	All creatures get -2/-2 until end of turn.		
330006	黑暗恐惧	Dark Phobia	法术	Spell	0	0	ERON	消灭目标秩序或自然生物。	Destroy target Order or Nature creature.		
330007	死亡诅咒	Death Curse	法术	Spell	0	0	ERON	所有玩家失去X点生命，X等于场上生物的数量。	Each players lost X life, X is equal the number of creatures on battlefield.		
330008	邪物寄生	Parasitic Evil 	法术	Spell	0	0	GHARLY	场上每有一个友方的黑暗生物，目标生物便获得+1/+1。	Target creature gets +1/+1 for each friendly Dark crertures.		
330009	精神扭曲	Mental Distortion	法术	Spell	0	0	J.NERO	对手随机弃掉四张手牌。	Opponent discards four cards at random.		
330010	死亡召唤	Death Call	法术	Spell	0	0	GILYONG	23&将目标生物从墓地移至你的防线上。	Put taget creature in a graveyard onto your defence-line.	黑暗法师阿尔纳醉心于死灵法术的研究，唤醒并转化无数的尸骸将其变成忠实的奴隶。	
330011	野心代价	Ambition's Cost	法术	Spell	0	0	KEBIN	抓三张牌并对你造成3点伤害。	Draw three cards and deals 3 damage to you.		
330012	交换灵魂	Exchange Soul	法术	Spell	0	0	MINARI	交换双方生命值。	Exchange both players life.	就算出卖灵魂，也要找个付得起价钱的人。	
330013	黑月祈愿	Dark Moon's wish	法术	Spell	0	0	GHARLY	23&随机消灭两个敌方生物，你受到5点伤害。使用后将黑月祈愿洗入你的牌库。	Destroy two enemy creatures at random, deals 5 damage to you.Shuffle Dark Moon's Wish into your library.	那永恒长眠的并非亡者，在奇妙的万古之中即便死亡亦会消逝。	That is not dead which can eternal lie,And with strange aeons even death may die.
330014	行刑者之鞭	Executioner's Lash	法术	Spell	0	0	PHON	目标生物获得+1/+1，并获得【致命】直到回合结束。	Target creature gets +1/+1,and gain 【Daedly】 until end of turn.	那永恒长眠的并非亡者，在奇妙的万古之中即便死亡亦会消逝。	That is not dead which can eternal lie,And with strange aeons even death may die.
